"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 09:42:48"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"| ","Cr",52,,"ug/L",,9374.164
"| ","Mn",55,,"ug/L",,925.714
"| ","Fe",57,,"ug/L",,3872.158
"| ","Co",59,,"ug/L",,52.333
"| ","Ni",60,,"ug/L",,718.028
"| ","Cu",63,,"ug/L",,215.669
"| ","Zn",66,,"ug/L",,680.026
"| ","As",75,,"ug/L",,-574.075
"| ","Se",82,,"ug/L",,-1.019
"|>","Ge",74,,"ug/L",,338244.649
"|-","Mo",97,,"ug/L",,50.384
"|-","Ag",107,,"ug/L",,23.667
"| ","Cd",111,,"ug/L",,56.437
"|>","In",115,,"ug/L",,418183.132
"| ","Sb",123,,"ug/L",,228.187
"|-","Ba",137,,"ug/L",,85.564
"|-","Tl",205,,"ug/L",,104.667
"| ","Pb",208,,"ug/L",,538.006
"|>","Bi",209,,"ug/L",,526761.210
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 09:49:21"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,821022.662
"| ","Be",9,,"ug/L",,8.667
"|-","Al",27,,"ug/L",,35884.026
"|-","V",51,,"ug/L",,-9418.433
"| ","Cr",52,,"ug/L",,9162.282
"| ","Mn",55,,"ug/L",,919.713
"| ","Fe",57,,"ug/L",,3941.188
"| ","Co",59,,"ug/L",,45.333
"| ","Ni",60,,"ug/L",,689.359
"| ","Cu",63,,"ug/L",,237.003
"| ","Zn",66,,"ug/L",,504.681
"| ","As",75,,"ug/L",,-628.247
"| ","Se",82,,"ug/L",,4.684
"|>","Ge",74,,"ug/L",,335567.664
"|-","Mo",97,,"ug/L",,42.644
"|-","Ag",107,,"ug/L",,27.000
"| ","Cd",111,,"ug/L",,52.183
"|>","In",115,,"ug/L",,422533.054
"| ","Sb",123,,"ug/L",,182.736
"|-","Ba",137,,"ug/L",,104.879
"|-","Tl",205,,"ug/L",,80.667
"| ","Pb",208,,"ug/L",,525.673
"|>","Bi",209,,"ug/L",,526541.023
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 1@2308559"
"Sample Date/Time:","Friday, December 01, 2023 09:52:38"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,796476.222
"| ","Be",9,,"ug/L",,21.000
"|-","Al",27,,"ug/L",,16301.941
"|-","V",51,,"ug/L",,-6508.451
"| ","Cr",52,,"ug/L",,8525.663
"| ","Mn",55,,"ug/L",,752.698
"| ","Fe",57,,"ug/L",,3780.786
"| ","Co",59,,"ug/L",,52.667
"| ","Ni",60,,"ug/L",,698.694
"| ","Cu",63,,"ug/L",,142.001
"| ","Zn",66,,"ug/L",,351.007
"| ","As",75,,"ug/L",,-557.688
"| ","Se",82,,"ug/L",,9.702
"|>","Ge",74,,"ug/L",,338719.426
"|-","Mo",97,,"ug/L",,34.940
"|-","Ag",107,,"ug/L",,21.000
"| ","Cd",111,,"ug/L",,59.452
"|>","In",115,,"ug/L",,415350.431
"| ","Sb",123,,"ug/L",,106.194
"|-","Ba",137,,"ug/L",,79.136
"|-","Tl",205,,"ug/L",,135.668
"| ","Pb",208,,"ug/L",,340.336
"|>","Bi",209,,"ug/L",,525272.542
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 2@2308560"
"Sample Date/Time:","Friday, December 01, 2023 09:55:54"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,802158.601
"| ","Be",9,0.200000,"ug/L",87.821,341.009
"|-","Al",27,,"ug/L",,23104.658
"|-","V",51,,"ug/L",,-9108.087
"| ","Cr",52,,"ug/L",,10515.078
"| ","Mn",55,,"ug/L",,4259.665
"| ","Fe",57,,"ug/L",,4958.352
"| ","Co",59,,"ug/L",,2477.672
"| ","Ni",60,,"ug/L",,1148.406
"| ","Cu",63,,"ug/L",,2112.579
"| ","Zn",66,,"ug/L",,822.704
"| ","As",75,,"ug/L",,-549.261
"| ","Se",82,,"ug/L",,5.679
"|>","Ge",74,,"ug/L",,333136.240
"|-","Mo",97,,"ug/L",,178.865
"|-","Ag",107,,"ug/L",,396.675
"| ","Cd",111,0.200000,"ug/L",2.500,448.039
"|>","In",115,,"ug/L",,418482.157
"| ","Sb",123,,"ug/L",,311.036
"|-","Ba",137,,"ug/L",,3397.846
"|-","Tl",205,0.200000,"ug/L",12.086,7516.470
"| ","Pb",208,,"ug/L",,10287.638
"|>","Bi",209,,"ug/L",,519784.523
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 3@2308561"
"Sample Date/Time:","Friday, December 01, 2023 09:59:10"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,804241.570
"| ","Be",9,0.460309,"ug/L",43.715,512.016
"|-","Al",27,,"ug/L",,50748.590
"|-","V",51,,"ug/L",,-4105.735
"| ","Cr",52,,"ug/L",,13426.908
"| ","Mn",55,,"ug/L",,9322.778
"| ","Fe",57,,"ug/L",,7021.712
"| ","Co",59,,"ug/L",,5904.251
"| ","Ni",60,,"ug/L",,1730.832
"| ","Cu",63,1.000000,"ug/L",1.184,5013.049
"| ","Zn",66,,"ug/L",,1599.808
"| ","As",75,0.500000,"ug/L",52.151,-25.384
"| ","Se",82,,"ug/L",,31.380
"|>","Ge",74,,"ug/L",,329268.664
"|-","Mo",97,,"ug/L",,387.246
"|-","Ag",107,,"ug/L",,884.376
"| ","Cd",111,0.501094,"ug/L",2.694,1041.561
"|>","In",115,,"ug/L",,416909.141
"| ","Sb",123,,"ug/L",,556.485
"|-","Ba",137,,"ug/L",,8272.077
"|-","Tl",205,0.496664,"ug/L",2.746,17912.971
"| ","Pb",208,0.500000,"ug/L",2.177,24773.303
"|>","Bi",209,,"ug/L",,525187.437
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 4@2308562"
"Sample Date/Time:","Friday, December 01, 2023 10:02:27"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,786760.191
"| ","Be",9,0.923388,"ug/L",3.115,785.701
"|-","Al",27,,"ug/L",,98139.217
"|-","V",51,,"ug/L",,162.860
"| ","Cr",52,1.000000,"ug/L",0.886,18001.472
"| ","Mn",55,1.000000,"ug/L",0.607,18200.869
"| ","Fe",57,20.000000,"ug/L",1.419,10563.467
"| ","Co",59,1.000000,"ug/L",0.898,11811.001
"| ","Ni",60,,"ug/L",,2916.801
"| ","Cu",63,2.002771,"ug/L",0.982,9921.411
"| ","Zn",66,,"ug/L",,3024.170
"| ","As",75,1.009242,"ug/L",5.772,540.907
"| ","Se",82,,"ug/L",,63.015
"|>","Ge",74,,"ug/L",,328137.825
"|-","Mo",97,0.400000,"ug/L",3.092,767.119
"|-","Ag",107,0.200000,"ug/L",2.276,1789.176
"| ","Cd",111,1.005728,"ug/L",0.487,2038.848
"|>","In",115,,"ug/L",,410569.211
"| ","Sb",123,,"ug/L",,1004.642
"|-","Ba",137,4.000000,"ug/L",1.853,16297.174
"|-","Tl",205,0.999041,"ug/L",0.354,35149.824
"| ","Pb",208,1.000407,"ug/L",0.218,48440.543
"|>","Bi",209,,"ug/L",,515946.953
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 5@2308563"
"Sample Date/Time:","Friday, December 01, 2023 10:05:43"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,782140.718
"| ","Be",9,4.982346,"ug/L",0.984,3861.487
"|-","Al",27,50.000000,"ug/L",0.414,472236.508
"|-","V",51,5.000000,"ug/L",3.884,42068.020
"| ","Cr",52,4.995642,"ug/L",0.826,56286.378
"| ","Mn",55,4.997033,"ug/L",0.319,87378.606
"| ","Fe",57,99.983223,"ug/L",0.211,38288.129
"| ","Co",59,5.000331,"ug/L",0.049,59372.928
"| ","Ni",60,5.000000,"ug/L",1.649,12557.000
"| ","Cu",63,10.002719,"ug/L",1.213,49619.050
"| ","Zn",66,10.000000,"ug/L",0.341,14302.910
"| ","As",75,5.049776,"ug/L",1.200,6258.220
"| ","Se",82,,"ug/L",,338.036
"|>","Ge",74,,"ug/L",,330481.801
"|-","Mo",97,1.998180,"ug/L",0.553,3640.967
"|-","Ag",107,0.999526,"ug/L",1.377,8802.927
"| ","Cd",111,5.006507,"ug/L",1.525,10224.645
"|>","In",115,,"ug/L",,412832.099
"| ","Sb",123,1.000000,"ug/L",2.235,4584.016
"|-","Ba",137,19.999051,"ug/L",1.818,81520.196
"|-","Tl",205,4.997348,"ug/L",0.531,174700.310
"| ","Pb",208,4.999432,"ug/L",0.413,241848.686
"|>","Bi",209,,"ug/L",,519503.744
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 6@2308564"
"Sample Date/Time:","Friday, December 01, 2023 10:09:00"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,785233.618
"| ","Be",9,10.025789,"ug/L",1.566,7856.727
"|-","Al",27,100.370933,"ug/L",1.150,949396.615
"|-","V",51,10.146956,"ug/L",1.802,96547.678
"| ","Cr",52,10.030495,"ug/L",1.559,104177.865
"| ","Mn",55,10.065208,"ug/L",1.370,177026.687
"| ","Fe",57,200.967038,"ug/L",1.437,73424.324
"| ","Co",59,10.039775,"ug/L",1.444,119177.441
"| ","Ni",60,10.018752,"ug/L",1.393,24285.729
"| ","Cu",63,20.098981,"ug/L",1.490,99942.380
"| ","Zn",66,20.107375,"ug/L",2.482,28588.221
"| ","As",75,10.077408,"ug/L",3.015,13238.524
"| ","Se",82,4.000000,"ug/L",4.395,641.681
"|>","Ge",74,,"ug/L",,325508.695
"|-","Mo",97,4.022664,"ug/L",0.812,7344.725
"|-","Ag",107,2.011532,"ug/L",1.617,17896.265
"| ","Cd",111,10.046080,"ug/L",1.890,20592.064
"|>","In",115,,"ug/L",,408254.231
"| ","Sb",123,2.027417,"ug/L",2.991,9605.265
"|-","Ba",137,40.198007,"ug/L",1.974,165105.821
"|-","Tl",205,10.036336,"ug/L",1.042,353705.038
"| ","Pb",208,10.048802,"ug/L",1.870,492241.139
"|>","Bi",209,,"ug/L",,516728.056
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 7@2308565"
"Sample Date/Time:","Friday, December 01, 2023 10:12:17"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,730107.665
"| ","Be",9,50.394750,"ug/L",0.618,43425.135
"|-","Al",27,501.194462,"ug/L",1.281,4565477.825
"|-","V",51,50.091161,"ug/L",0.412,538732.145
"| ","Cr",52,49.926166,"ug/L",1.302,488922.724
"| ","Mn",55,49.907980,"ug/L",0.593,873755.302
"| ","Fe",57,998.984344,"ug/L",0.155,355777.711
"| ","Co",59,49.947945,"ug/L",1.105,601082.348
"| ","Ni",60,50.000325,"ug/L",0.706,122699.160
"| ","Cu",63,100.085464,"ug/L",0.297,523451.023
"| ","Zn",66,100.881515,"ug/L",0.805,178475.947
"| ","As",75,50.239273,"ug/L",0.900,77973.225
"| ","Se",82,20.159203,"ug/L",1.276,4127.934
"|>","Ge",74,,"ug/L",,336918.018
"|-","Mo",97,19.915472,"ug/L",1.956,34605.081
"|-","Ag",107,10.031974,"ug/L",0.171,93338.055
"| ","Cd",111,50.283842,"ug/L",0.641,113571.930
"|>","In",115,,"ug/L",,400195.022
"| ","Sb",123,9.984150,"ug/L",2.651,44567.230
"|-","Ba",137,200.005164,"ug/L",1.486,805431.984
"|-","Tl",205,49.955430,"ug/L",1.168,1685230.203
"| ","Pb",208,49.967873,"ug/L",0.412,2353978.767
"|>","Bi",209,,"ug/L",,503452.669
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 8@2308566"
"Sample Date/Time:","Friday, December 01, 2023 10:15:33"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,740130.076
"| ","Be",9,99.772271,"ug/L",1.263,86387.565
"|-","Al",27,996.269286,"ug/L",0.611,9056643.791
"|-","V",51,99.750087,"ug/L",0.972,1062211.938
"| ","Cr",52,99.917778,"ug/L",0.474,960923.892
"| ","Mn",55,99.860180,"ug/L",0.491,1727347.073
"| ","Fe",57,1998.714312,"ug/L",0.720,701866.902
"| ","Co",59,99.757721,"ug/L",0.590,1182029.973
"| ","Ni",60,99.865087,"ug/L",0.354,241594.152
"| ","Cu",63,199.044944,"ug/L",0.330,1015827.421
"| ","Zn",66,199.203931,"ug/L",0.790,344639.516
"| ","As",75,99.959169,"ug/L",0.825,154472.990
"| ","Se",82,39.985962,"ug/L",0.595,8115.337
"|>","Ge",74,,"ug/L",,334789.554
"|-","Mo",97,40.310659,"ug/L",0.791,71677.155
"|-","Ag",107,20.040238,"ug/L",1.160,187995.323
"| ","Cd",111,99.826181,"ug/L",0.763,224077.699
"|>","In",115,,"ug/L",,400469.540
"| ","Sb",123,20.330084,"ug/L",2.057,96766.595
"|-","Ba",137,399.094223,"ug/L",1.086,1594484.116
"|-","Tl",205,99.540011,"ug/L",1.009,3336453.909
"| ","Pb",208,99.351237,"ug/L",0.633,4617810.355
"|>","Bi",209,,"ug/L",,509021.122
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Cal std 9@2308567"
"Sample Date/Time:","Friday, December 01, 2023 10:18:50"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,746553.134
"| ","Be",9,498.351292,"ug/L",1.158,408492.238
"|-","Al",27,4984.351882,"ug/L",1.020,42980308.902
"|-","V",51,499.011507,"ug/L",1.300,4984721.697
"| ","Cr",52,499.098935,"ug/L",1.404,4464691.577
"| ","Mn",55,499.235189,"ug/L",0.279,8128630.992
"| ","Fe",57,9975.383529,"ug/L",0.484,3226828.490
"| ","Co",59,498.679796,"ug/L",0.786,5447299.935
"| ","Ni",60,498.781765,"ug/L",0.412,1114252.112
"| ","Cu",63,997.364111,"ug/L",0.663,4692546.862
"| ","Zn",66,996.171962,"ug/L",0.443,1553018.263
"| ","As",75,498.820767,"ug/L",0.364,716471.327
"| ","Se",82,199.639053,"ug/L",0.713,37911.655
"|>","Ge",74,,"ug/L",,324790.898
"|-","Mo",97,200.079623,"ug/L",0.323,347756.060
"|-","Ag",107,99.554043,"ug/L",0.583,848833.468
"| ","Cd",111,498.239473,"ug/L",0.826,1033922.114
"|>","In",115,,"ug/L",,396130.209
"| ","Sb",123,100.217065,"ug/L",2.733,492552.425
"|-","Ba",137,1996.555000,"ug/L",1.745,7629179.854
"|-","Tl",205,499.440280,"ug/L",0.988,16013607.417
"| ","Pb",208,499.396851,"ug/L",1.482,22164583.558
"|>","Bi",209,,"ug/L",,497717.488
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 10:25:59"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,994143.230
"| ","Be",9,-0.002040,"ug/L",408.529,23.000
"|-","Al",27,-0.999147,"ug/L",40.981,8335.556
"|-","V",51,0.392005,"ug/L",83.663,-2764.494
"| ","Cr",52,-0.432419,"ug/L",54.859,5917.318
"| ","Mn",55,-0.000006,"ug/L",356904.197,993.723
"| ","Fe",57,-6.122890,"ug/L",49.101,2217.626
"| ","Co",59,0.009714,"ug/L",75.443,218.670
"| ","Ni",60,-0.148471,"ug/L",32.236,480.346
"| ","Cu",63,0.045404,"ug/L",66.756,489.347
"| ","Zn",66,-0.097449,"ug/L",26.650,267.337
"| ","As",75,0.597359,"ug/L",36.866,406.703
"| ","Se",82,0.168179,"ug/L",75.585,55.918
"|>","Ge",74,,"ug/L",,486512.648
"|-","Mo",97,0.850863,"ug/L",69.839,2005.574
"|-","Ag",107,0.014839,"ug/L",111.571,187.336
"| ","Cd",111,0.002385,"ug/L",482.108,89.354
"|>","In",115,,"ug/L",,580036.042
"| ","Sb",123,0.899281,"ug/L",66.803,6046.286
"|-","Ba",137,0.045264,"ug/L",85.327,352.511
"|-","Tl",205,0.026238,"ug/L",63.167,1286.780
"| ","Pb",208,0.020868,"ug/L",65.817,1671.072
"|>","Bi",209,,"ug/L",,691603.409
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICV@23J1152"
"Sample Date/Time:","Friday, December 01, 2023 10:29:16"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,736780.984
"| ","Be",9,101.435142,"ug/L",1.690,82062.786
"|-","Al",27,2037.410935,"ug/L",1.303,17344969.082
"|-","V",51,108.417261,"ug/L",0.924,1035009.506
"| ","Cr",52,107.656262,"ug/L",0.413,930707.571
"| ","Mn",55,107.208246,"ug/L",0.775,1676307.264
"| ","Fe",57,2196.482847,"ug/L",0.537,684796.984
"| ","Co",59,109.372012,"ug/L",0.439,1146972.707
"| ","Ni",60,107.297290,"ug/L",0.692,230603.520
"| ","Cu",63,214.112700,"ug/L",0.304,967213.185
"| ","Zn",66,205.720438,"ug/L",0.465,308138.696
"| ","As",75,105.817201,"ug/L",0.596,145503.610
"| ","Se",82,100.634235,"ug/L",0.496,18350.551
"|>","Ge",74,,"ug/L",,311795.479
"|-","Mo",97,107.801261,"ug/L",0.537,179890.514
"|-","Ag",107,42.298698,"ug/L",1.305,356765.589
"| ","Cd",111,104.897817,"ug/L",0.715,215394.849
"|>","In",115,,"ug/L",,391890.335
"| ","Sb",123,48.751249,"ug/L",0.562,237134.104
"|-","Ba",137,522.725944,"ug/L",0.814,1976189.080
"|-","Tl",205,111.082943,"ug/L",0.937,3578683.800
"| ","Pb",208,107.582556,"ug/L",0.370,4797348.638
"|>","Bi",209,,"ug/L",,500032.852
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-ICB@2308559"
"Sample Date/Time:","Friday, December 01, 2023 10:33:14"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,748397.277
"| ","Be",9,-0.004153,"ug/L",55.855,16.333
"|-","Al",27,0.110752,"ug/L",58.097,16269.550
"|-","V",51,-0.234813,"ug/L",60.846,-8376.048
"| ","Cr",52,0.003225,"ug/L",354.446,7999.185
"| ","Mn",55,0.014678,"ug/L",12.450,936.715
"| ","Fe",57,0.149983,"ug/L",86.805,3582.039
"| ","Co",59,0.009429,"ug/L",4.279,149.668
"| ","Ni",60,-0.072364,"ug/L",12.216,495.680
"| ","Cu",63,0.047143,"ug/L",11.846,349.007
"| ","Zn",66,0.005182,"ug/L",237.343,336.006
"| ","As",75,0.083938,"ug/L",23.638,-403.722
"| ","Se",82,0.278309,"ug/L",19.984,60.611
"|>","Ge",74,,"ug/L",,316685.842
"|-","Mo",97,0.594255,"ug/L",8.771,1039.900
"|-","Ag",107,0.003010,"ug/L",48.605,46.000
"| ","Cd",111,0.001511,"ug/L",189.081,60.292
"|>","In",115,,"ug/L",,399368.169
"| ","Sb",123,0.250169,"ug/L",6.506,1342.139
"|-","Ba",137,0.030716,"ug/L",31.224,194.240
"|-","Tl",205,0.012028,"ug/L",32.501,526.016
"| ","Pb",208,0.010789,"ug/L",39.183,819.349
"|>","Bi",209,,"ug/L",,509144.307
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-LCV@23K0302"
"Sample Date/Time:","Friday, December 01, 2023 10:40:17"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,718243.079
"| ","Be",9,0.374705,"ug/L",5.728,314.339
"|-","Al",27,48.387332,"ug/L",0.571,415994.145
"|-","V",51,9.797445,"ug/L",2.931,88653.380
"| ","Cr",52,4.744093,"ug/L",0.892,48829.465
"| ","Mn",55,4.881311,"ug/L",0.545,77481.472
"| ","Fe",57,48.728622,"ug/L",1.393,18715.582
"| ","Co",59,1.001791,"ug/L",0.654,10621.535
"| ","Ni",60,4.867928,"ug/L",1.746,11147.164
"| ","Cu",63,4.908115,"ug/L",0.314,22442.668
"| ","Zn",66,9.718769,"ug/L",0.408,14960.633
"| ","As",75,0.968853,"ug/L",0.978,828.829
"| ","Se",82,4.611369,"ug/L",5.580,854.759
"|>","Ge",74,,"ug/L",,313803.944
"|-","Mo",97,1.131468,"ug/L",3.714,1932.480
"|-","Ag",107,0.194600,"ug/L",3.423,1646.149
"| ","Cd",111,0.194204,"ug/L",3.289,450.711
"|>","In",115,,"ug/L",,388474.150
"| ","Sb",123,0.773156,"ug/L",5.026,3827.894
"|-","Ba",137,9.832487,"ug/L",2.585,36911.676
"|-","Tl",205,0.195393,"ug/L",1.540,6476.640
"| ","Pb",208,0.490393,"ug/L",0.545,22377.904
"|>","Bi",209,,"ug/L",,504236.174
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 01, 2023 10:47:30"
"Sample Description:"
